Parcel,Name,Address,Aldermanic District
71006106027,,,12
71006107124,,,12
71006107215,,,12
71006108049,,,12
71006109112,,,12
71006110052,,,12
71006111183,,,12
71006111232,,,12
71006112272,,,12
71006113022,,,12
71009226228,,,15
71009302044,,,15
71009305113,,,15
71007203096,,,6
71007203161,,,6
71007204060,,,6
71007208228,,,6
71007214027,,,6
71007220066,,,6
71007224282,,,6
71007226337,,,6
71007302145,,,6
71007302236,,,6
71007304092,,,6
71007306014,,,6
71007313077,,,6
71006432109,,,15
71007102066,,,15
71007105292,,,15
71007106068,,,6
71007107066,,,6
71007110142,,,6
71007111223,,,6
71007112106,,,6
71007112114,,,6
71007113138,,,6
71006309043,,,12
71006310115,,,12
71006404215,,,15
71006405099,,,15
71006405198,,,15
71006406287,,,15
71006407136,,,15
71006408019,,,15
71006408077,,,15
71006408093,,,15
71006410022,,,15
71006417333,,,6
71006417341,,,6
71006421300,,,6
71006425071,,,15
71006431169,,,15
71006119252,,,12
71009312093,,,15
71009314065,,,15
71009314106,,,15
71009315021,,,15
71009318166,,,15
71009320096,,,15
71009403040,,,15
71009403074,,,15
71009404030,,,15
71009406200,,,15
71009406218,,,15
71009408040,,,15
71009408157,,,15
71009410037,,,15
71009411093,,,15
71009411275,,,15
71009412091,,,15
71009413106,,,15
71009414039,,,15
71010105239,,,3
71010105271,,,3
71010106104,,,3
71010107011,,,3
71010107110,,,3
71010107219,,,3
71010107269,,,3
71008104053,,,15
71008105118,,,15
71008106017,,,15
71008106190,,,15
71009107064,,,15
71009107147,,,15
71009107220,,,15
71009201022,,,15
71009204076,,,15
71009208052,,,15
71009209092,,,15
71009213035,,,15
71009213043,,,15
71009213168,,,15
71009214140,,,15
71009216021,,,15
71009216047,,,15
71009217201,,,15
71009217227,,,15
71009217243,,,15
71009217318,,,15
71009217409,,,15
71009220113,,,15
71009221054,,,15
71011119198,,,3
71011121036,,,3
71011121086,,,3
71011122141,,,3
71011123165,,,3
71011123173,,,3
71011128016,,,3
71011204254,,,3
71011206044,,,3
71011210201,,,3
71011212091,,,3
71011302058,,,16
71010302124,,,16
71010302166,,,16
71010304146,,,16
71010305061,,,16
71010306134,,,16
71010313238,,,16
71010313270,,,16
71010313337,,,16
71010313501,,,16
71010313519,,,16
71010313535,,,16
71010314088,,,16
71010314236,,,16
71010315226,,,16
71010316042,,,16
71010403196,,,16
71010408120,,,16
71010411123,,,16
71010411149,,,16
71010412072,,,16
71010413096,,,16
71010109174,,,3
71010110220,,,3
71010111111,,,3
71010111153,,,3
71010201277,,,3
71010202100,,,3
71010203140,,,3
71010207142,,,3
71010207275,,,3
71010208124,,,3
71010209106,,,3
71010209180,,,3
71010212175,,,3
71010212331,,,3
71009309082,,,15
71009310120,,,15
71015119326,,,16
71015201066,,,16
71015201298,,,16
71015201470,,,16
71015202246,,,16
71015203020,,,16
71015205034,,,16
71014302138,,,16
71014303079,,,16
71014303152,,,16
71014304035,,,16
71014304051,,,16
71014306172,,,16
71014307021,,,16
71014307203,,,16
71015102313,,,16
71015103212,,,16
71015105052,,,16
71015106076,,,16
71015106084,,,16
71015106159,,,16
71011402113,,,16
71011405034,,,16
71011406131,,,16
71011410041,,,16
71011410108,,,16
71011413011,,,16
71012201051,,,16
71012201259,,,16
71012206209,,,16
71012207116,,,16
71012207124,,,16
71012208057,,,16
71012209154,,,16
71012217024,,,16
71014102108,,,16
71014202255,,,16
71014202479,,,16
71014203089,,,16
71014203386,,,16
71014204087,,,16
71014209037,,,16
71011111095,,,3
71011112027,,,3
71011112275,,,3
71011112283,,,3
71011113059,,,3
71011116053,,,3
71011119156,,,3
71021211132,,,15
71021211140,,,15
71021218021,,,15
71016118103,,,15
71016202154,,,15
71016202237,,,15
71016203053,,,15
71016203087,,,15
71016204077,,,15
71016205075,,,15
71016206023,,,15
71016206130,,,15
71016206180,,,15
71016207104,,,15
71016209093,,,15
71016209225,,,15
71016402118,,,15
71016402217,,,15
71015206040,,,16
71015206090,,,16
71015206149,,,16
71015206298,,,16
71015207014,,,16
71015207238,,,16
71015208236,,,16
71015209036,,,16
71015211205,,,16
71015405080,,,16
71015405270,,,16
71015406153,,,16
71016103013,,,15
71016104194,,,15
71016105118,,,15
71016105176,,,15
71016106091,,,15
71016107106,,,15
71016108089,,,15
71016109011,,,15
71016111131,,,15
71016111181,,,15
71016111199,,,15
71016111214,,,15
71016112254,,,15
71016113210,,,15
71016114127,,,15
71016114250,,,15
71015110118,,,16
71015118013,,,16
71015118104,,,16
71015118203,,,16
80924403770,,,18
80924403788,,,18
80924403796,,,18
80924403803,,,18
80924403811,,,18
80924403829,,,18
80924403837,,,18
80924403845,,,18
80924403853,,,18
80924403861,,,18
80924403879,,,18
80924403887,,,18
71034105223,,,16
71034105405,,,16
71034108227,,,16
71034108243,,,16
71034109209,,,16
71035103044,,,16
71035103086,,,16
71035103367,,,16
71035116162,,,16
71035123042,,,16
71035204181,,,16
71035205220,,,16
71035205270,,,16
80924101043,,,18
80924101267,,,18
80924101431,,,18
80924102108,,,18
80924102174,,,18
71030201075,,,14
71030210109,,,14
71030210167,,,14
71030212014,,,14
71030213161,,,14
71034101049,,,16
71034102089,,,16
71034102104,,,16
71034102146,,,16
71034103079,,,16
71034103384,,,16
71034103425,,,16
71034104374,,,16
71034104431,,,16
71034104481,,,16
71034104506,,,16
71022302956,,,16
71022305116,,,16
71024200976,,,16
71027405044,,,16
71027405078,,,16
71027405094,,,16
71027409088,,,16
71027411215,,,16
71027413097,,,16
71016411101,,,15
71016411169,,,15
71016412018,,,15
71016413058,,,15
71016414056,,,15
71016415111,,,15
71019403030,,,14
71019404046,,,14
71019406109,,,14
71019406117,,,14
71019407107,,,14
71019407181,,,14
71019409179,,,14
71020305043,,,14
71021103115,,,15
71021107050,,,15
71021107133,,,15
71021203262,,,15
71021204062,,,15
71021207024,,,15
71021209062,,,15
71021211017,,,15
71021211067,,,15
71021211116,,,15
80924407730,,,18
80924407748,,,18
80924407756,,,18
80924407764,,,18
80924407772,,,18
80924407780,,,18
80924407798,,,18
80924407805,,,18
80924407813,,,18
80924407821,,,18
80924407839,,,18
80924407847,,,18
80924407855,,,18
80924407863,,,18
80924407871,,,18
80924407889,,,18
80924407897,,,18
80924407904,,,18
80924407912,,,18
80924407920,,,18
80924407938,,,18
80924407946,,,18
80924407954,,,18
80924407962,,,18
80924407970,,,18
80924407988,,,18
80924407996,,,18
80924408019,,,18
80924408027,,,18
80924408035,,,18
80924304217,,,18
80924306122,,,18
80924306221,,,18
80924308029,,,18
80924310082,,,18
80924310157,,,18
80924311064,,,18
80924311155,,,18
80924400990,,,18
80924402011,,,18
80924402029,,,18
80924402037,,,18
80924402045,,,18
80924402053,,,18
80924402061,,,18
80924402079,,,18
80924402087,,,18
80924402095,,,18
80924402102,,,18
80924402110,,,18
80924402128,,,18
80924402136,,,18
80924402144,,,18
80924402152,,,18
80924402160,,,18
80924402772,,,18
80924402780,,,18
80924402798,,,18
80924402805,,,18
80924402813,,,18
80924402821,,,18
80924402839,,,18
80924402847,,,18
80924402855,,,18
80924402863,,,18
80924402871,,,18
80924402889,,,18
80924402897,,,18
80924402904,,,18
80924402912,,,18
80924402920,,,18
80924402938,,,18
80924402946,,,18
80924402954,,,18
80924402962,,,18
80924402970,,,18
80924402988,,,18
80924402996,,,18
80924403019,,,18
80924403027,,,18
80924403035,,,18
80924403043,,,18
80924403051,,,18
80924403069,,,18
80924403077,,,18
80924403085,,,18
80924403093,,,18
80924403100,,,18
80924403118,,,18
80924403126,,,18
80924403134,,,18
80924403142,,,18
80924403150,,,18
80924403168,,,18
80924403754,,,18
80924403762,,,18
81026370239,,,17
81019307067,,,18
81019308023,,,18
81019309112,,,18
81021106043,,,17
81021108015,,,17
81021301073,,,17
81021302013,,,17
81021302097,,,17
81021302518,,,17
81021303160,,,17
81021303251,,,17
81021306065,,,17
81021402128,,,17
81021402144,,,17
81021403382,,,17
81021405015,,,17
81021406055,,,17
81021412086,,,17
81021413141,,,17
81021415014,,,17
81021415022,,,17
81021415139,,,17
81021416252,,,17
81021416278,,,17
81015103196,,,17
81015104201,,,17
81015104219,,,17
81015105267,,,17
81015107065,,,17
81015108138,,,17
81015108287,,,17
81019302223,,,18
81019303172,,,18
81019305160,,,18
80936210014,,,18
80936210030,,,18
80936211012,,,18
80936211062,,,18
80924409819,,,18
80924409827,,,18
80924409835,,,18
80924409843,,,18
80924409851,,,18
80924409869,,,18
80924409877,,,18
80924409885,,,18
80924409893,,,18
80924409900,,,18
80924409918,,,18
80924409926,,,18
80924409934,,,18
80924409942,,,18
80924409950,,,18
80924409968,,,18
80924409976,,,18
80924409984,,,18
80924409992,,,18
80924410014,,,18
80924410022,,,18
80924410030,,,18
80924410048,,,18
80924410056,,,18
80924410064,,,18
80924410072,,,18
80924410080,,,18
80924410098,,,18
80924410105,,,18
80924410113,,,18
80924404950,,,18
80924404968,,,18
80924404976,,,18
80924404984,,,18
80924404992,,,18
80924406013,,,18
80924406021,,,18
80924406039,,,18
80924406047,,,18
80924406055,,,18
80924406063,,,18
80924406071,,,18
80924406089,,,18
80924406097,,,18
80924406104,,,18
80924406112,,,18
80924406120,,,18
80924406138,,,18
80924406146,,,18
80924406154,,,18
80924406162,,,18
80924406724,,,18
80924406732,,,18
80924406740,,,18
80924406758,,,18
80924406766,,,18
80924406774,,,18
80924406782,,,18
80924406790,,,18
80924406807,,,18
80924406815,,,18
80924406823,,,18
80924406831,,,18
80924406849,,,18
80924406857,,,18
80924406865,,,18
80924406873,,,18
80924406881,,,18
80924406899,,,18
80924406906,,,18
80924406914,,,18
80924406922,,,18
80924406930,,,18
80924406948,,,18
80924406956,,,18
80924406964,,,18
80924406972,,,18
80924406980,,,18
80924406998,,,18
80924407011,,,18
80924407029,,,18
80924407037,,,18
80924407045,,,18
80924407053,,,18
80924407061,,,18
80924407079,,,18
80924407087,,,18
80924407095,,,18
80924407102,,,18
80924407110,,,18
80924407128,,,18
80924407136,,,18
80924407144,,,18
80924407152,,,18
80924407160,,,18
80924407722,,,18
80924408770,,,18
80924408788,,,18
80924408796,,,18
80924408803,,,18
80924408811,,,18
80924408829,,,18
80924408837,,,18
80924408845,,,18
80924408853,,,18
80924408861,,,18
80924408879,,,18
80924408887,,,18
80924408895,,,18
80924408902,,,18
80924408910,,,18
80924408928,,,18
80924408936,,,18
80924408944,,,18
80924408952,,,18
80924408960,,,18
80924408978,,,18
80924408986,,,18
80924408994,,,18
80924409017,,,18
80924409025,,,18
80924409033,,,18
80924409041,,,18
80924409059,,,18
80924409067,,,18
80924409075,,,18
80924409083,,,18
80924409091,,,18
80924409108,,,18
80924409116,,,18
80924409124,,,18
80924409132,,,18
80924409140,,,18
80924409158,,,18
80924409166,,,18
80924409728,,,18
80924409736,,,18
80924409744,,,18
80924409752,,,18
80924409760,,,18
80924409778,,,18
80924409786,,,18
80924409794,,,18
80924409801,,,18
80924411898,,,18
80924411905,,,18
80924411913,,,18
80924411921,,,18
80924411939,,,18
80924411947,,,18
80924411955,,,18
80924411963,,,18
80924411971,,,18
80924411989,,,18
80924411997,,,18
80924412010,,,18
80924412028,,,18
80924412036,,,18
80924412044,,,18
80924412052,,,18
80924412060,,,18
80924412078,,,18
80924412086,,,18
80924412094,,,18
80924412101,,,18
80924412119,,,18
80924412127,,,18
80924412135,,,18
80924412143,,,18
80924412151,,,18
80924412169,,,18
80924412721,,,18
80924412739,,,18
80924412747,,,18
80924408043,,,18
80924408051,,,18
80924408069,,,18
80924408077,,,18
80924408085,,,18
80924408093,,,18
80924408100,,,18
80924408118,,,18
80924408126,,,18
80924408134,,,18
80924408142,,,18
80924408150,,,18
80924408168,,,18
80924408720,,,18
80924408738,,,18
80924408746,,,18
80924408754,,,18
80924408762,,,18
80924413969,,,18
80924413977,,,18
80924413985,,,18
80924413993,,,18
80924416012,,,18
80924416020,,,18
80924416038,,,18
80924416046,,,18
80924416054,,,18
80924416062,,,18
80924416070,,,18
80924416088,,,18
80924416096,,,18
80924416103,,,18
80924416111,,,18
80924416129,,,18
80924416137,,,18
80924416145,,,18
80924416153,,,18
80924416161,,,18
80924416715,,,18
80924416723,,,18
80924416731,,,18
80924416749,,,18
80924416757,,,18
80924416765,,,18
80924416773,,,18
80924416781,,,18
80924416799,,,18
80924416806,,,18
80924410121,,,18
80924410139,,,18
80924410147,,,18
80924410155,,,18
80924410163,,,18
80924410717,,,18
80924410725,,,18
80924410733,,,18
80924410741,,,18
80924410759,,,18
80924410767,,,18
80924410775,,,18
80924410783,,,18
80924410791,,,18
80924410808,,,18
80924410816,,,18
80924410824,,,18
80924410832,,,18
80924410840,,,18
80924410858,,,18
80924410866,,,18
80924410874,,,18
80924410882,,,18
80924410890,,,18
80924410907,,,18
80924410915,,,18
80924410923,,,18
80924410931,,,18
80924410949,,,18
80924410957,,,18
80924410965,,,18
80924410973,,,18
80924410981,,,18
80924411012,,,18
80924411020,,,18
80924411038,,,18
80924411046,,,18
80924411054,,,18
80924411062,,,18
80924411070,,,18
80924411088,,,18
80924411096,,,18
80924411103,,,18
80924411111,,,18
80924411129,,,18
80924411137,,,18
80924411145,,,18
80924411153,,,18
80924411161,,,18
80924411723,,,18
80924411731,,,18
80924411749,,,18
80924411757,,,18
80924411765,,,18
80924411773,,,18
80924411781,,,18
80924411799,,,18
80924411806,,,18
80924411814,,,18
80924411822,,,18
80924411830,,,18
80924411848,,,18
80924411856,,,18
80924411864,,,18
80924411872,,,18
80924411880,,,18
80924416997,,,18
80924417010,,,18
80924417028,,,18
80924417036,,,18
80924417044,,,18
80924417052,,,18
80924417060,,,18
80924417078,,,18
80924417086,,,18
80924417094,,,18
80924417101,,,18
80924417119,,,18
80924417127,,,18
80924417135,,,18
80924417143,,,18
80924417151,,,18
80924417169,,,18
80924417713,,,18
80924417721,,,18
80924417739,,,18
80924417747,,,18
80924417755,,,18
80924417763,,,18
80924417771,,,18
80924417789,,,18
80924417797,,,18
80924417804,,,18
80924417812,,,18
80924417820,,,18
80924417838,,,18
80924412755,,,18
80924412763,,,18
80924412771,,,18
80924412789,,,18
80924412797,,,18
80924412804,,,18
80924412812,,,18
80924412820,,,18
80924412838,,,18
80924412846,,,18
80924412854,,,18
80924412862,,,18
80924412870,,,18
80924412888,,,18
80924412896,,,18
80924412903,,,18
80924412911,,,18
80924412929,,,18
80924412937,,,18
80924412945,,,18
80924412953,,,18
80924412961,,,18
80924412979,,,18
80924412987,,,18
80924412995,,,18
80924413018,,,18
80924413026,,,18
80924413034,,,18
80924413042,,,18
80924413050,,,18
80924413068,,,18
80924413076,,,18
80924413084,,,18
80924413092,,,18
80924413109,,,18
80924413117,,,18
80924413125,,,18
80924413133,,,18
80924413141,,,18
80924413159,,,18
80924413167,,,18
80924413711,,,18
80924413729,,,18
80924413737,,,18
80924413745,,,18
80924413753,,,18
80924413761,,,18
80924413779,,,18
80924413787,,,18
80924413795,,,18
80924413802,,,18
80924413810,,,18
80924413828,,,18
80924413836,,,18
80924413844,,,18
80924413852,,,18
80924413860,,,18
80924413878,,,18
80924413886,,,18
80924413894,,,18
80924413901,,,18
80924413919,,,18
80924413927,,,18
80924413935,,,18
80924413943,,,18
80924413951,,,18
80925117015,,,18
80925117023,,,18
80925117031,,,18
80925117049,,,18
80925117057,,,18
80925117065,,,18
80925117073,,,18
80925117081,,,18
80925113013,,,18
80925113021,,,18
80925113039,,,18
80925113047,,,18
80925113055,,,18
80925113063,,,18
80925113071,,,18
80925113089,,,18
80925113097,,,18
80925113104,,,18
80925113112,,,18
80925113120,,,18
80925113138,,,18
80925113146,,,18
80925113154,,,18
80925113162,,,18
80925113675,,,18
80925113683,,,18
80925113691,,,18
80925113708,,,18
80925113716,,,18
80925113724,,,18
80925113732,,,18
80925113740,,,18
80925113758,,,18
80925113766,,,18
80925113774,,,18
80925113782,,,18
80925113790,,,18
80925113807,,,18
80925113815,,,18
80925113823,,,18
80925113831,,,18
80925113849,,,18
80925113857,,,18
80925113865,,,18
80925113873,,,18
80925113881,,,18
80925113899,,,18
80925113906,,,18
80925113914,,,18
80924404083,,,18
80924404091,,,18
80924404108,,,18
80924404116,,,18
80924404124,,,18
80924404132,,,18
80924404140,,,18
80924404158,,,18
80924404166,,,18
80924404744,,,18
80924404752,,,18
80924404760,,,18
80924404778,,,18
80924404786,,,18
80924404794,,,18
80924404801,,,18
80924404819,,,18
80924404827,,,18
80924404835,,,18
80924404843,,,18
80924404851,,,18
80924404869,,,18
80924404877,,,18
80924404885,,,18
80924404893,,,18
80924404900,,,18
80924404918,,,18
80924404926,,,18
80924404934,,,18
80924404942,,,18
80924416814,,,18
80924416822,,,18
80924416830,,,18
80924416848,,,18
80924416856,,,18
80924416864,,,18
80924416872,,,18
80924416880,,,18
80924416898,,,18
80924416905,,,18
80924416913,,,18
80924416921,,,18
80924416939,,,18
80924416947,,,18
80924416955,,,18
80924416963,,,18
80924416971,,,18
80924416989,,,18
80924418042,,,18
80924418050,,,18
80924418068,,,18
80924418076,,,18
80924418084,,,18
80924418092,,,18
80924418109,,,18
80924418117,,,18
80924418125,,,18
80924418133,,,18
80924418141,,,18
80924418159,,,18
80924418167,,,18
80924418711,,,18
80924418729,,,18
80924418737,,,18
80924418745,,,18
80924418753,,,18
80924418761,,,18
80924418779,,,18
80924418787,,,18
80924418795,,,18
80924418802,,,18
80924418810,,,18
80924418828,,,18
80924418836,,,18
80924418844,,,18
80924418852,,,18
80924418860,,,18
80924418878,,,18
80924403895,,,18
80924403902,,,18
80924403910,,,18
80924403928,,,18
80924403936,,,18
80924403944,,,18
80924403952,,,18
80924403960,,,18
80924403978,,,18
80924403986,,,18
80924403994,,,18
80924404017,,,18
80924404025,,,18
80924404033,,,18
80924404041,,,18
80924404059,,,18
80924404067,,,18
80924404075,,,18
80925112718,,,18
80925112726,,,18
80925112734,,,18
80925112742,,,18
80925112750,,,18
80925112768,,,18
80925112776,,,18
80925112784,,,18
80925112792,,,18
80925112809,,,18
80925112817,,,18
80925112825,,,18
80925112833,,,18
80925112841,,,18
80925112859,,,18
80925112867,,,18
80925112875,,,18
80925112883,,,18
80925112891,,,18
80925112908,,,18
80925112916,,,18
80925112924,,,18
80925112932,,,18
80925112940,,,18
80925112958,,,18
80925112966,,,18
80925112974,,,18
80925112982,,,18
80925112990,,,18
80924417846,,,18
80924417854,,,18
80924417862,,,18
80924417870,,,18
80924417888,,,18
80924417896,,,18
80924417903,,,18
80924417911,,,18
80924417929,,,18
80924417937,,,18
80924417945,,,18
80924417953,,,18
80924417961,,,18
80924417979,,,18
80924417987,,,18
80924417995,,,18
80924418018,,,18
80924418026,,,18
80924418034,,,18
80925114962,,,18
80925114970,,,18
80925114988,,,18
80925114996,,,18
80925115019,,,18
80925115027,,,18
80925115035,,,18
80925115043,,,18
80924418886,,,18
80924418894,,,18
80924418901,,,18
80924418919,,,18
80924418927,,,18
80924418935,,,18
80924418943,,,18
80924418951,,,18
80924418969,,,18
80924418977,,,18
80924418985,,,18
80924418993,,,18
80925101977,,,18
80925104153,,,18
80925104187,,,18
80925107131,,,18
80925108022,,,18
80925108155,,,18
80925110225,,,18
80925111067,,,18
80925111207,,,18
80925112015,,,18
80925112023,,,18
80925112031,,,18
80925112049,,,18
80925112057,,,18
80925112065,,,18
80925112073,,,18
80925112081,,,18
80925112099,,,18
80925112106,,,18
80925112114,,,18
80925112122,,,18
80925112130,,,18
80925112148,,,18
80925112156,,,18
80925112164,,,18
80925112685,,,18
80925112693,,,18
80925112700,,,18
80925113922,,,18
80925113930,,,18
80925113948,,,18
80925113956,,,18
80925113964,,,18
80925113972,,,18
80925113980,,,18
80925113998,,,18
80925114011,,,18
80925114029,,,18
80925114037,,,18
80925114045,,,18
80925114053,,,18
80925114061,,,18
80925114079,,,18
80925114087,,,18
80925114095,,,18
80925114102,,,18
80925114110,,,18
80925114128,,,18
80925114136,,,18
80925114144,,,18
80925114152,,,18
80925114160,,,18
80925114722,,,18
80925114730,,,18
80925114748,,,18
80925114756,,,18
80925114764,,,18
80925114772,,,18
80925114780,,,18
80925114798,,,18
80925114805,,,18
80925114813,,,18
80925114821,,,18
80925114839,,,18
80925114847,,,18
80925114855,,,18
80925114863,,,18
80925114871,,,18
80925114889,,,18
80925114897,,,18
80925114904,,,18
80925114912,,,18
80925114920,,,18
80925114938,,,18
80925114946,,,18
80925114954,,,18
80925121066,,,18
80925121074,,,18
80925121082,,,18
80925121842,,,18
80925121850,,,18
80925121868,,,18
80925121876,,,18
80925121884,,,18
80925121892,,,18
80925115051,,,18
80925115069,,,18
80925115077,,,18
80925115085,,,18
80925115093,,,18
80925115100,,,18
80925115118,,,18
80925115126,,,18
80925115134,,,18
80925115142,,,18
80925115150,,,18
80925115168,,,18
80925115704,,,18
80925115712,,,18
80925115720,,,18
80925115738,,,18
80925115746,,,18
80925115754,,,18
80925115762,,,18
80925115770,,,18
80925115788,,,18
80925115796,,,18
80925115803,,,18
80925115811,,,18
80925115829,,,18
80925115837,,,18
80925115845,,,18
80925115853,,,18
80925115861,,,18
80925115879,,,18
80925115887,,,18
80925115895,,,18
80925115902,,,18
80925115910,,,18
80925115928,,,18
80925115936,,,18
80925115944,,,18
80925115952,,,18
80925115960,,,18
80925115978,,,18
80925115986,,,18
80925115994,,,18
80925116017,,,18
80925116025,,,18
80925116033,,,18
80925116041,,,18
80925116059,,,18
80925116067,,,18
80925116075,,,18
80925116083,,,18
80925116091,,,18
80925116108,,,18
80925116116,,,18
80925116124,,,18
80925116132,,,18
80925116140,,,18
80925116158,,,18
80925116166,,,18
80925116702,,,18
80925116710,,,18
80925116728,,,18
80925116736,,,18
80925116744,,,18
80925116752,,,18
80925116760,,,18
80925116778,,,18
80925116786,,,18
80925116794,,,18
80925116801,,,18
80925116819,,,18
80925116827,,,18
80925116835,,,18
80925116843,,,18
80925116851,,,18
80925116869,,,18
80925116877,,,18
80925116885,,,18
80925116893,,,18
80925116900,,,18
80925116918,,,18
80925116926,,,18
80925116934,,,18
80925116942,,,18
80925116950,,,18
80925116968,,,18
80925116976,,,18
80925116984,,,18
80925116992,,,18
80925125084,,,18
80925125844,,,18
80925125852,,,18
80925125860,,,18
80925125878,,,18
80925125886,,,18
80925125894,,,18
80925125901,,,18
80925118112,,,18
80925118120,,,18
80925118138,,,18
80925118146,,,18
80925118154,,,18
80925118162,,,18
80925118708,,,18
80925118716,,,18
80925118724,,,18
80925118732,,,18
80925118740,,,18
80925118758,,,18
80925118766,,,18
80925118774,,,18
80925118782,,,18
80925118790,,,18
80925118807,,,18
80925118815,,,18
80925118823,,,18
80925118831,,,18
80925118849,,,18
80925118857,,,18
80925118865,,,18
80925118873,,,18
80925118881,,,18
80925118899,,,18
80925118906,,,18
80925118914,,,18
80925118922,,,18
80925118930,,,18
80925118948,,,18
80925118956,,,18
80925118964,,,18
80925118972,,,18
80925118980,,,18
80925118998,,,18
80925119011,,,18
80925119029,,,18
80925119037,,,18
80925119045,,,18
80925119053,,,18
80925119061,,,18
80925119079,,,18
80925119087,,,18
80925119847,,,18
80925119855,,,18
80925119863,,,18
80925119871,,,18
80925119889,,,18
80925119897,,,18
80925119904,,,18
80925119912,,,18
80925119920,,,18
80925119938,,,18
80925119946,,,18
80925119954,,,18
80925119962,,,18
80925119970,,,18
80925119988,,,18
80925119996,,,18
80925120018,,,18
80925120026,,,18
80925120034,,,18
80925120042,,,18
80925120050,,,18
80925120068,,,18
80925120076,,,18
80925120084,,,18
80925120844,,,18
80925120852,,,18
80925120860,,,18
80925120878,,,18
80925120886,,,18
80925120894,,,18
80925120901,,,18
80925120919,,,18
80925120927,,,18
80925120935,,,18
80925120943,,,18
80925120951,,,18
80925120969,,,18
80925120977,,,18
80925120985,,,18
80925120993,,,18
80925121016,,,18
80925121024,,,18
80925121032,,,18
80925121040,,,18
80925121058,,,18
80925205266,,,18
80925206074,,,18
80925206222,,,18
80925209052,,,18
80925210108,,,18
80925210249,,,18
80925211156,,,18
80925121909,,,18
80925121917,,,18
80925121925,,,18
80925121933,,,18
80925121941,,,18
80925121959,,,18
80925121967,,,18
80925121975,,,18
80925121983,,,18
80925121991,,,18
80925122014,,,18
80925122022,,,18
80925122030,,,18
80925122048,,,18
80925122056,,,18
80925122064,,,18
80925122072,,,18
80925122080,,,18
80925122832,,,18
80925122840,,,18
80925122858,,,18
80925122866,,,18
80925122874,,,18
80925122882,,,18
80925122890,,,18
80925122907,,,18
80925122915,,,18
80925122923,,,18
80925122931,,,18
80925122949,,,18
80925122957,,,18
80925122965,,,18
80925122973,,,18
80925122981,,,18
80925123012,,,18
80925123020,,,18
80925123038,,,18
80925123046,,,18
80925123054,,,18
80925123062,,,18
80925123070,,,18
80925123088,,,18
80925123848,,,18
80925123856,,,18
80925123864,,,18
80925123872,,,18
80925123880,,,18
80925123898,,,18
80925123905,,,18
80925123913,,,18
80925123921,,,18
80925123939,,,18
80925123947,,,18
80925123955,,,18
80925123963,,,18
80925123971,,,18
80925123989,,,18
80925123997,,,18
80925124010,,,18
80925124028,,,18
80925124036,,,18
80925124044,,,18
80925124052,,,18
80925124060,,,18
80925124078,,,18
80925124086,,,18
80925124846,,,18
80925124854,,,18
80925124862,,,18
80925124870,,,18
80925124888,,,18
80925124896,,,18
80925124903,,,18
80925124911,,,18
80925124929,,,18
80925124937,,,18
80925124945,,,18
80925124953,,,18
80925124961,,,18
80925124979,,,18
80925124987,,,18
80925124995,,,18
80925125018,,,18
80925125026,,,18
80925125034,,,18
80925125042,,,18
80925125050,,,18
80925125068,,,18
80925125076,,,18
80925117742,,,18
80925117750,,,18
80925117768,,,18
80925117776,,,18
80925117784,,,18
80925117792,,,18
80925117809,,,18
80925117817,,,18
80925117825,,,18
80925117833,,,18
80925117841,,,18
80925117859,,,18
80925117867,,,18
80925117875,,,18
80925117883,,,18
80925117891,,,18
80925117908,,,18
80925117916,,,18
80925117924,,,18
80925117932,,,18
80925117940,,,18
80925117958,,,18
80925117966,,,18
80925117974,,,18
80925117982,,,18
80925117990,,,18
80925118013,,,18
80925118021,,,18
80925118039,,,18
80925118047,,,18
80925118055,,,18
80925118063,,,18
80925118071,,,18
80925118089,,,18
80925118097,,,18
80925118104,,,18
80925125919,,,18
80925125927,,,18
80925125935,,,18
80925125943,,,18
80925125951,,,18
80925125969,,,18
80925125977,,,18
80925125985,,,18
80925125993,,,18
80925201074,,,18
80925204078,,,18
80925205018,,,18
80926403075,,,18
80927402175,,,18
80935101157,,,18
80935101206,,,18
80935101248,,,18
80935101280,,,18
80935102212,,,18
80925412217,,,18
80925412332,,,18
80925414106,,,18
80925416243,,,18
80926101215,,,18
80926103162,,,18
80926104235,,,18
80926105134,,,18
80926105358,,,18
80925214283,,,18
80925215124,,,18
80925216180,,,18
80925216247,,,18
80925217328,,,18
80925302096,,,18
80925303028,,,18
80925303276,,,18
80925304076,,,18
80925305199,,,18
80925306155,,,18
80925306387,,,18
80925307038,,,18
80925308086,,,18
80925402169,,,18
80925403092,,,18
80925406012,,,18
80925406111,,,18
80925407169,,,18
80925408307,,,18
80925409149,,,18
80925117099,,,18
80925117106,,,18
80925117114,,,18
80925117122,,,18
80925117130,,,18
80925117148,,,18
80925117156,,,18
80925117164,,,18
80925117700,,,18
80925117718,,,18
80925117726,,,18
80925117734,,,18
80936401118,,,12
80936401233,,,12
80936405045,,,12
80936405128,,,12
80936408049,,,12
80936414020,,,12
81014201016,,,17
80935103260,,,18
80935105159,,,18
80935106058,,,18
80935106941,,,18
80935106975,,,18
80936201089,,,18
80936201146,,,18
80936201154,,,18
80936202136,,,18
80936203233,,,18
80936204017,,,18
80936207011,,,18
80936208100,,,18
80936208118,,,18
80926106158,,,18
80926106273,,,18
80926108196,,,18
80926108328,,,18
80926109029,,,18
80926110133,,,18
80926110795,,,18
