Parcel,Name,Address,Aldermanic District
71019403121,,,14
71019404129,,,14
71019407066,,,14
71020301116,,,14
71020305126,,,14
71021103032,,,15
71021106101,,,15
71021107084,,,15
71021107208,,,15
71021108157,,,15
71021111118,,,15
71021111150,,,15
71021202206,,,15
71021211091,,,15
71021215051,,,15
71016117113,,,15
71016118038,,,15
71016201081,,,15
71016204043,,,15
71016204134,,,15
71016204168,,,15
71016207138,,,15
71016401045,,,15
71016402142,,,15
71016402150,,,15
71016403025,,,15
71016406152,,,15
71015206321,,,16
71015208062,,,16
71015208088,,,16
71015211114,,,16
71015211172,,,16
71015405064,,,16
71015405220,,,16
71016103063,,,15
71016104053,,,15
71016104160,,,15
71016106033,,,15
71016112288,,,15
71015108098,,,16
71015111124,,,16
71015112015,,,16
71015114186,,,16
71015115085,,,16
71015117114,,,16
71015118089,,,16
71015118188,,,16
71015119061,,,16
71015202270,,,16
71015203070,,,16
71015204028,,,16
71014302146,,,16
71014306164,,,16
71014306289,,,16
71014308061,,,16
71015101034,,,16
71015102032,,,16
71015102107,,,16
71015102264,,,16
71015105218,,,16
71015107058,,,16
71011304020,,,16
71011307090,,,16
71011401058,,,16
71011404044,,,16
71011405026,,,16
71011405191,,,16
71011406016,,,16
71011407030,,,16
71011407212,,,16
71011409010,,,16
71011409101,,,16
71011418110,,,16
71012201225,,,16
71012201291,,,16
71012206142,,,16
71012206192,,,16
71012206291,,,16
71012206308,,,16
71012207091,,,16
71012207140,,,16
71012209120,,,16
71014201306,,,16
71014201405,,,16
71014203245,,,16
71014207130,,,16
71014209095,,,16
71014210216,,,16
71014213327,,,16
71011108315,,,3
71011108323,,,3
71011111061,,,3
71011120096,,,3
71011120236,,,3
71011122050,,,3
71011125111,,,3
71011126036,,,3
71011126044,,,3
71011200997,,,3
71011205038,,,3
71011208082,,,3
71011208123,,,3
71011208397,,,3
71011209064,,,3
71011211077,,,3
71011212182,,,3
71011214013,,,3
71011303098,,,16
71010303148,,,16
71010305087,,,16
71010305128,,,16
71010306085,,,16
71010306283,,,16
71010308057,,,16
71010308239,,,16
71010315234,,,16
71010400845,,,16
71010400861,,,16
71010400879,,,16
71010402065,,,16
71010403104,,,16
71010404160,,,16
71010404350,,,16
71010404417,,,16
71010405019,,,16
71010405085,,,16
71010405184,,,16
71010405283,,,16
71010406075,,,16
71010407057,,,16
71010408071,,,16
71010408112,,,16
71010409053,,,16
71010415018,,,16
71011105014,,,3
71011108258,,,3
71011108266,,,3
71011108274,,,3
71011108282,,,3
71011108290,,,3
71011108307,,,3
71010110139,,,3
71010110147,,,3
71010110204,,,3
71010112119,,,3
71010114206,,,3
71010116096,,,3
71010117086,,,3
71010203067,,,3
71010204205,,,3
71010205229,,,3
71010207283,,,3
71010207382,,,3
71010209247,,,3
71010211078,,,3
71010211200,,,3
71010212258,,,3
71010301077,,,16
71010301291,,,16
71009306054,,,15
71009312142,,,15
71009315063,,,15
71009318041,,,15
71009318059,,,15
71009320202,,,15
71009405096,,,15
71009406119,,,15
71009406143,,,15
71009408016,,,15
71009409155,,,15
71009411134,,,15
71009412124,,,15
71009413049,,,15
71009415061,,,15
71010103077,,,3
71010103225,,,3
71009104119,,,15
71009104143,,,15
71009107121,,,15
71009201105,,,15
71009204084,,,15
71009206105,,,15
71009209034,,,15
71009210114,,,15
71009212079,,,15
71009213209,,,15
71009214108,,,15
71009214132,,,15
71009214372,,,15
71009216196,,,15
71009217136,,,15
71009219017,,,15
71009219091,,,15
71009222193,,,15
71009223274,,,15
71009226202,,,15
71009301054,,,15
71009301195,,,15
71009305056,,,15
71007201040,,,6
71007202072,,,6
71007204086,,,6
71007205133,,,6
71007208020,,,6
71007208210,,,6
71007215075,,,6
71007215132,,,6
71007215231,,,6
71007215314,,,6
71007219134,,,6
71007222145,,,6
71007223292,,,6
71007224240,,,6
71007224307,,,6
71007224373,,,6
71007226379,,,6
71007226436,,,6
71007228375,,,6
71007301080,,,6
71007303268,,,6
71007303359,,,6
71007304315,,,6
71007309274,,,6
71007313069,,,6
71007313093,,,6
71007314041,,,6
71008102081,,,15
71007101167,,,15
71007101175,,,15
71007105135,,,15
71007109038,,,6
71007109153,,,6
71007110077,,,6
71007110085,,,6
71007113287,,,6
71007116025,,,6
71006307047,,,12
71006308053,,,12
71006312062,,,6
71006312088,,,6
71006313028,,,6
71006402136,,,15
71006403035,,,15
71006405122,,,15
71006406063,,,15
71006406196,,,15
71006407011,,,15
71006408100,,,15
71006409091,,,15
71006414272,,,6
71006417119,,,6
71006418026,,,6
71006419016,,,6
71006421128,,,6
71006421326,,,6
71006421409,,,6
71006425063,,,15
71006425120,,,15
71006425162,,,15
71006426061,,,15
71006428083,,,15
71006431086,,,15
71006120184,,,12
71006121190,,,12
71006123112,,,12
71006127049,,,12
71006128229,,,12
71006128253,,,12
71006128419,,,12
71006129293,,,15
71006130224,,,15
71006131107,,,15
71006134036,,,15
71006137014,,,12
71006137022,,,12
71006206306,,,12
71006212098,,,12
71006303201,,,12
71006304077,,,12
71006306031,,,12
71006306213,,,12
71005401014,,,15
71005403284,,,15
71005404167,,,15
71005405058,,,15
71005406189,,,15
71005407054,,,15
71005409050,,,15
71005412079,,,15
71005414140,,,15
71005414273,,,15
71006102025,,,12
71006104021,,,12
71006107059,,,12
71006109089,,,12
71006109170,,,12
71006109188,,,12
71006110044,,,12
71006110151,,,12
71006110383,,,12
71006111026,,,12
71006112074,,,12
71006113155,,,12
71006113163,,,12
71006113329,,,12
71006115086,,,12
71006117058,,,12
71006119179,,,12
71005316289,,,15
71005317047,,,15
71005317097,,,15
71005321048,,,15
71005321171,,,15
71005324183,,,15
71005329068,,,15
71005330156,,,15
71005331021,,,15
71005332160,,,15
71005335130,,,15
71005335148,,,15
71005337160,,,15
71005338019,,,15
71005339017,,,15
71005339075,,,15
71005339091,,,15
71005229226,,,15
71005231338,,,15
71005232013,,,15
71005232021,,,15
71005301066,,,15
71005301090,,,15
71005303088,,,15
71005304200,,,15
71005307121,,,15
71005308187,,,15
71005308228,,,15
71005308369,,,15
71005313029,,,15
71005315033,,,15
71004402112,,,3
71004405265,,,3
71004408342,,,15
71005108181,,,15
71005110029,,,15
71005111168,,,15
71005112083,,,15
71005112116,,,15
71005201068,,,12
71005203048,,,12
71005205010,,,12
71005206034,,,12
71005206084,,,12
71005213203,,,15
71005214152,,,15
71005217049,,,15
71005217164,,,15
71005218089,,,15
71005221016,,,15
71005221272,,,15
71005226123,,,15
71004302594,,,15
71004302669,,,15
71004303188,,,15
71004309079,,,15
71004311199,,,15
71004312189,,,15
71004312337,,,15
71004313210,,,15
71004315183,,,15
71004317113,,,15
71004401122,,,3
71003308155,,,3
71003310093,,,3
71003310209,,,3
71003311025,,,3
71003311190,,,3
71003312156,,,3
71003316025,,,3
71003319045,,,3
71003404044,,,3
71003405084,,,3
71003415091,,,3
71003416099,,,3
71003417170,,,3
71003418350,,,3
71003419233,,,3
71004301330,,,15
71004302487,,,15
71002440015,,,3
71002445114,,,3
71003101012,,,3
71003103125,,,3
71003104131,,,3
71003105147,,,3
71003106062,,,3
71003106088,,,3
71003106187,,,3
71003108092,,,3
71003201044,,,3
71003202026,,,3
71003203082,,,3
71003204171,,,3
71003205278,,,3
71003206185,,,3
71003207050,,,3
71003207141,,,3
71003207191,,,3
71003210037,,,3
71003212033,,,3
71003212059,,,3
71003212299,,,3
71003213081,,,3
71003214063,,,3
71003301042,,,3
71003301240,,,3
71003303262,,,3
71003307165,,,3
71001402206,,,16
71001404096,,,16
71001410035,,,16
71001416116,,,16
71002304063,,,3
71002305095,,,3
71002306093,,,3
71002306126,,,3
71002307059,,,3
71002310078,,,3
71002311050,,,3
71002314062,,,3
71002316092,,,3
71002403162,,,3
71002410042,,,3
71002410159,,,3
71002418583,,,3
71002421015,,,3
71002436030,,,3
71002437088,,,3
70936306046,,,14
70936311144,,,14
70936402133,,,14
70936406226,,,14
70936407117,,,14
70936408040,,,14
71001102054,,,16
71001108028,,,16
71001304056,,,16
71001306094,,,16
71001309030,,,16
71001314063,,,16
71001314071,,,16
71001318057,,,16
71001319071,,,16
71001319138,,,16
71001320127,,,16
71001323014,,,16
71001323238,,,16
71001331059,,,16
70935207055,,,14
70935207211,,,14
70935302251,,,14
70935402019,,,14
70936305379,,,14
70933204037,,,10
70933301114,,,10
70933301164,,,10
70934101018,,,13
70935103170,,,14
70935111032,,,14
70935111066,,,14
70935113179,,,14
70932110227,,,10
70932113156,,,10
70932114138,,,10
70932114196,,,10
70932115152,,,10
70932117017,,,10
70932202074,,,10
70932202248,,,11
70932205119,,,10
70932303038,,,10
70932304052,,,10
70932306016,,,10
70932403119,,,10
70932409175,,,10
70932411245,,,10
70932416196,,,10
70932417194,,,10
70932418192,,,10
70931212298,,,20
70931302081,,,10
70931302114,,,10
70931302122,,,10
70931302221,,,10
70931302312,,,10
70931304095,,,10
70931306265,,,10
70931309136,,,10
70931310068,,,10
70931310191,,,10
70931310365,,,10
70931314010,,,10
70931314028,,,10
70931314036,,,10
70931314044,,,10
70931401148,,,10
70931404176,,,10
70931405207,,,10
70931407138,,,10
70931408079,,,10
70931409085,,,10
70931411139,,,10
70931411171,,,10
70931411270,,,10
70931412046,,,10
70932101078,,,10
70932103040,,,10
70932103074,,,10
70932106143,,,10
70932107175,,,10
70932108149,,,10
70930401123,,,11
70930402022,,,11
70930408070,,,11
70930408260,,,11
70930411057,,,11
70930411263,,,11
70930411304,,,11
70930414077,,,11
70930415158,,,11
70930415190,,,11
70930416073,,,11
70931103017,,,10
70931103174,,,10
70931104156,,,10
70931202398,,,20
70931202413,,,20
70931206077,,,20
70931206100,,,20
70931207116,,,10
70931207174,,,10
70931208429,,,10
70929303281,,,11
70929308067,,,11
70929310062,,,11
70929402140,,,11
70929403312,,,11
70929405201,,,11
70929406035,,,11
70929409138,,,11
70929410036,,,11
